4.825998444875122E-9,1.0155072879336932E-6
1.9742995346215342E-8,2.12313189645827E-6
4.606790645897086E-8,3.4145150885848815E-6
8.599531780097576E-8,4.981264472646979E-6
1.4284659480659053E-7,6.782480906965773E-6
2.1633359329310825E-7,8.568887472401762E-6
3.069286914992735E-7,1.0354508993670045E-5
4.146235927147969E-7,1.2139181633216734E-5
5.394084312568263E-7,1.3922741640400654E-5
6.812717733737173E-7,1.570502536651821E-5
8.402006182926815E-7,1.7485869279818798E-5
1.0161803994112106E-6,1.9265109980509423E-5
1.2091949856321768E-6,2.1042584215747376E-5
1.4192266828424805E-6,2.2818128894619398E-5
1.6462562355351099E-6,2.459158110310591E-5
1.8902628285744694E-6,2.6362778119029055E-5
2.1512240891048024E-6,2.8131557426983345E-5
2.429116088601554E-6,2.9897756733247017E-5
2.7239133450654616E-6,3.166121398067328E-5
3.035588825359193E-6,3.3421767363559947E-5
3.3641139476863004E-6,3.5179255342495754E-5
3.70945858421228E-6,3.693351665918239E-5
4.07159106382749E-6,3.868439035123085E-5
4.4504781750516505E-6,4.043171576693042E-5
4.846085169079717E-6,4.2175332579989456E-5
5.258375762968779E-6,4.391508080424605E-5
5.687312142965718E-6,4.565080080834761E-5
6.132854967975378E-6,4.7382333330398034E-5
6.594963373168831E-6,4.9109519492570747E-5
7.073594973731447E-6,5.083220081568656E-5
7.568705868750474E-6,5.255021923375531E-5
8.080250645241694E-6,5.4263417108479055E-5
8.608182382314825E-6,5.597163724371639E-5
9.152452655477276E-6,5.7674722899906355E-5
9.707325491183367E-6,5.935556656048915E-5
1.0283959458458063E-5,6.104797017289596E-5
1.0876778248275317E-5,6.273477352097159E-5
1.1485727482349859E-5,6.44158218296466E-5
1.2110751302323484E-5,6.609096085175383E-5
1.275179237488893E-5,6.776003688218211E-5
1.340879189704908E-5,6.942289677197883E-5
1.4081689601510928E-5,7.107938794240319E-5
1.4770423762214037E-5,7.272935839892585E-5
1.5474931199992727E-5,7.437265674517545E-5
1.6195147288371617E-5,7.600913219683095E-5
1.69310059594941E-5,7.763863459545635E-5
1.76824397101828E-5,7.926101442227907E-5
1.8449379608132118E-5,8.087612281190988E-5
1.923175529823156E-5,8.248381156600162E-5
2.0029495009019693E-5,8.40839331668478E-5
2.0842525559268273E-5,8.567634079091893E-5
2.1670772364695405E-5,8.726088832233433E-5
2.2514159444807883E-5,8.883743036626906E-5
2.3372609429871066E-5,9.040582226229581E-5
2.4246043568006727E-5,9.196592009765791E-5
2.5134381732417506E-5,9.351758072047536E-5
2.6037542428737525E-5,9.506066175287898E-5
2.6955442802508533E-5,9.659502160407619E-5
2.788799864678083E-5,9.812051948334186E-5
2.8835124409838298E-5,9.963701541293816E-5
2.9796733203046895E-5,1.0114437024095802E-4
3.077273680882562E-5,1.026424456540937E-4
3.176304568873959E-5,1.0413110419032862E-4
3.276756899171458E-5,1.0561020925155029E-4
3.378621456237102E-5,1.0707962511608469E-4
3.481888894947922E-5,1.0853921695114993E-4
3.5865497414531964E-5,1.099888508252285E-4
3.692594394043637E-5,1.1142839372035647E-4
3.800013124032227E-5,1.1285771354432979E-4
3.908796076646763E-5,1.1427667914282439E-4
4.0189332719339504E-5,1.1568516031143142E-4
4.1304146056749705E-5,1.1708302780760433E-4
4.243229850312465E-5,1.1847015336251852E-4
4.357368655888861E-5,1.1984640969284136E-4
4.472820550995854E-5,1.2121167051241164E-4
4.589574943735134E-5,1.2256581054382782E-4
4.70762112269008E-5,1.2390870552994295E-4
4.826948257908486E-5,1.252402322452677E-4
4.94754540189612E-5,1.2656026850727689E-4
5.0694014906210915E-5,1.278686931876216E-4
5.192505344528896E-5,1.291653862232431E-4
5.316845669568102E-5,1.30450228627391E-4
5.4424110582264855E-5,1.3172310250054192E-4
5.569189990577594E-5,1.3298389104121746E-4
5.698456673807148E-5,1.3424490242807714E-4
5.827639531445219E-5,1.3548105061426708E-4
5.958000590075607E-5,1.3670476862979273E-4
6.0895278897098794E-5,1.3791594418296874E-4
6.22220936334207E-5,1.3911446613281995E-4
6.356032838055763E-5,1.4030022449928065E-4
6.490986036140889E-5,1.4147311047328555E-4
6.627056576220155E-5,1.4263301642675636E-4
6.764231974385002E-5,1.4377983592247585E-4
6.902499645340924E-5,1.4491346372385645E-4
7.041846903562138E-5,1.460337958045971E-4
7.182260964455448E-5,1.4714072935822822E-4
7.323728945533118E-5,1.4823416280754662E-4
7.466237867594876E-5,1.4931399581393634E-4
7.609774655918669E-5,1.5038012928657562E-4
7.754326141460222E-5,1.514324653915308E-4
7.899879062061245E-5,1.5247090756073366E-4
8.04642006366626E-5,1.5349536050084374E-4
8.193935701547715E-5,1.545057302019917E-4
8.342412441539546E-5,1.5550192394640666E-4
8.491836661278882E-5,1.5648385031692558E-4
8.64219465145588E-5,1.5745141920538118E-4
8.793472617071536E-5,1.5840454182087117E-4
8.945656678703279E-5,1.5934313069790594E-4
9.09873287377843E-5,1.6026709970443635E-4
9.252687157855265E-5,1.6117636404975637E-4
9.407505405911471E-5,1.6207084029228478E-4
9.563173413640196E-5,1.6295044634722248E-4
9.71967689875319E-5,1.6381510149408532E-4
9.877001502291215E-5,1.6466472638411127E-4
1.0035132789941486E-4,1.65499243047543E-4
1.0194056253361926E-4,1.663185749007826E-4
1.0353757311512367E-4,1.671226467534192E-4
1.0514221311992304E-4,1.6791138481513044E-4
1.0675433532385217E-4,1.686847167024536E-4
1.0837379181609391E-4,1.6944257144542828E-4
1.1000043401274903E-4,1.7018487949410887E-4
1.1163411267046995E-4,1.709115727249484E-4
1.1327467790015252E-4,1.716225844470501E-4
1.1492197918068881E-4,1.7231784940828745E-4
1.1657586537277696E-4,1.7299730380129256E-4
1.182361847327891E-4,1.7366088526931254E-4
1.1990278492669274E-4,1.7430853291193192E-4
1.2157551304402764E-4,1.7494018729066174E-4
1.2325421561193574E-4,1.7555579043439506E-4
1.249387386092419E-4,1.761552858447271E-4
1.2662892748058593E-4,1.7673861850114E-4
